product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Women Clothing,print,$,"Short sleeve, mini dress in the Tropical Baroque print with textured accents on the sides.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-mini-dress-e983/ED2HVA420-ES0643_E983.html?cgid=11000001,Tropical Baroque Print Mini-Dress,$450,United States,"36,38,40,42,44,46",2020-03-30 19:51:21.450708
Gifts for Her,white,$,"White sunglasses boasting a modern, thick acetate frame in an irregular shape. The temples are enriched with a Medusa encircled by crystals.",https://www.versace.com/us/en-us/gifts/gifts-for-her/white-medusa-crystal-sunglasses-onul/O4376B-O4018754_RTU_TU_ONUL__.html?cgid=510000,White Medusa Crystal Sunglasses,$295,United States,no available,2020-03-30 19:51:21.488888
Women Clothing,green,$,Shorts in the Leo Chain print with an elasticized waistband and tie-string closure.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-shorts-e155/EA3HVA176-ES0626_E155.html?cgid=11000001,Leo Chain Print Shorts,$250,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:21.528623
Women Clothing,blue,$,"Cropped denim jacket with a button up closure, heritage collar tips and front pockets.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/cropped-denim-jacket-e904/EC0HVA96I-EAO954_E904.html?cgid=11000001,Cropped Denim Jacket,$575,United States,"36,38,40,42",2020-03-30 19:51:21.683498
Women Clothing,print,$,Draped mini dress in the Leo Chain print and the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/mixed-print-draped-mini-dress-e983/ED2HVA413-ES0644_E983.html?cgid=11000001,Mixed Print Draped Mini-Dress,$525,United States,"36,38,40,42",2020-03-30 19:51:21.754903
Women Clothing,blue,$,Cropped denim shirt with heritage gold-tone metal tips and triple gold-tone stitching.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/heritage-gold-metal-tips-denim-shirt-e904/EB0HVA60I-EAPU54_E904.html?cgid=11000001,Heritage Gold Metal Tips Denim Shirt,$375,United States,"36,38,40,42",2020-03-30 19:51:21.834931
Women Clothing,print,$,Denim shirt with an insert in the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-insert-denim-shirt-e983/EB0HVA615-ES0650_E983.html?cgid=11000001,Tropical Baroque Insert Denim Shirt,$475,United States,"36,38,40,42",2020-03-30 19:51:21.914192
Women Clothing,blue,$,"Jeans with decorative belt details, distressed hems and zipper accents.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/belt-detail-jeans-e904/EA1HVA011-EAPW54_E904.html?cgid=11000001,Belt Detail Jeans,$475,United States,"24,25,26,27,28,29,30",2020-03-30 19:51:21.957851
Women Clothing,red,$,Leggings in the Leo Chain print with logo lettering on the contrast-color elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-leggings-e537/ED5HVA162-ES0642_E537.html?cgid=11000001,Leo Chain Print Leggings,$225,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:22.002516
Women Clothing,blue,$,"These slim fit, straight leg jeans have triple gold-tone stitching and gold-tone metal hardware on reverse.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/heritage-gold-metal-hardware-jeans-e904/EA1HVA0TI-EAOB54_E904.html?cgid=11000001,Heritage Gold Metal Hardware Jeans,$350,United States,"25,26,27,28,29,30,31",2020-03-30 19:51:22.041399
Women Clothing,black,$,"Crew neck, short sleeves, cropped t-shirt with a logo label.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-cropped-t-shirt-e899/EB2HVA719-E04745_E899.html?cgid=11000001,Logo Cropped T-Shirt,$125,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:22.079343
Women Clothing,black,$,Denim shorts with distressed edges and Tropical Parrots back pockets.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-parrots-pocket-shorts-e899/EA3HVA18J-EALL4Z_E899.html?cgid=11000001,Tropical Parrots Pocket Shorts,$295,United States,"24,25,26,27,28,29,30,31",2020-03-30 19:51:22.118057
Women Clothing,black,$,Stretch-cotton sweater with shiny logo detail and cutouts on the cropped sleeves.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-sweater-e899/EB2HVA7V7-E30331_E899.html?cgid=11000001,Logo Sweater,$150,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:22.165816
Women Clothing,black,$,"Cotton hoodie with gold-tone details - chain closure, front zipper and printed logo lettering.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-hoodie-e899/EB6HVA766-E13956_E899.html?cgid=11000001,Logo Hoodie,$375,United States,"36,38,40,42,44,46",2020-03-30 19:51:22.346819
Women Clothing,green,$,Asymmetric bodysuit in the Leo Chain print with a long sleeve and a cut-out detail.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-asymmetric-bodysuit-e155/ED4HVA669-ES0642_E155.html?cgid=11000001,Leo Chain Print Asymmetric Bodysuit,$250,United States,"36,38,40,42",2020-03-30 19:51:22.387389
Women Clothing,print,$,Long sleeve mini dress in the Tropical Baroque print with an Etichetta patch on reverse.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-mini-dress-e983/ED2HVA445-ES0664_E983.html?cgid=11000001,Tropical Baroque Print Mini-Dress,$325,United States,"38,40,42,44,46",2020-03-30 19:51:22.427163
Women Clothing,green,$,"Sleeveless mini dress in the Leo Chain print with a cut-out detail, contrast color textured accents on the shoulders and hem and an Etichetta patch",https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-mini-dress-e155/ED2HVA441-ES0641_E155.html?cgid=11000001,Leo Chain Print Mini Dress,$475,United States,"36,38,40,42,44,46",2020-03-30 19:51:22.465686
Women Clothing,black,$,Reversible windbreaker in the Tropical Baroque print with a hood and zip up closure.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-windbreaker-e899/EC9HVA947-E20431_E899.html?cgid=11000001,Tropical Baroque Print Windbreaker,$550,United States,"36,38,40,42",2020-03-30 19:51:22.615827
Women Clothing,print,$,Shorts in the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-shorts-e983/EA3HVA175-ES0674_E983.html?cgid=11000001,Tropical Baroque Print Shorts,$275,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:22.665558
Women Clothing,print,$,"Bomber jacket in the Tropical Baroque print, with a zip-up closure and contrast color cuffs and hem.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-bomber-jacket-e983/EC0HVA941-ES0674_E983.html?cgid=11000001,Tropical Baroque Print Bomber Jacket,$695,United States,"36,38,40,42",2020-03-30 19:51:22.728240
Women Clothing,green,$,Leggings in the Leo Chain print with logo lettering on the contrast-color elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-leggings-e155/ED5HVA162-ES0642_E155.html?cgid=11000001,Leo Chain Print Leggings,$225,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:22.765309
Women Clothing,print,$,Mini dress with motifs from the Tropical baroque print and a zip up closure accent on the front.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-motif-mini-dress-e983/ED2HVA424-ES0643_E983.html?cgid=11000001,Tropical Baroque Motif Mini-Dress,$475,United States,"36,38,40,42",2020-03-30 19:51:22.804414
Women Clothing,green,$,Stretch viscose dress in the Leo Chain print.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-dress-e155/ED2HVA404-ES0627_E155.html?cgid=11000001,Leo Chain Print Dress,$475,United States,"36,38,40,42",2020-03-30 19:51:22.843804
Women Clothing,blue,$,Cropped jeans with stud accents.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/studded-copped-jeans-e904/EA1HVA0KS-EAPW4Y_E904.html?cgid=11000001,Studded Copped Jeans,$950,United States,"25,26,27,28,29,30",2020-03-30 19:51:22.880370
Men Accessories,black,$,Pouch with top zip closure and logo patch. Comes with a detachable wristlet.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-pouch-e899/EE3YVBP01-E71426_ENU_NR_E899__.html?cgid=12000021,Logo Pouch,$150,United States,no available,2020-03-30 19:51:22.915972
Men Accessories,black,$,Cap in the Baroque print with an embroidered logo.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/baroque-print-logo-cap-e899/EE8GVAK12-ES0653_ENU_NR_E899__.html?cgid=12000021,Baroque Print Logo Cap,$125,United States,no available,2020-03-30 19:51:23.388524
Men Accessories,black,$,This leather belt has an engraved 1988 logo buckle.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/1988-logo-buckle-belt-e899/ED8YVBF33-E71456_E899.html?cgid=12000021,1988 Logo Buckle Belt,$150,United States,"85,90,95,100,105,110",2020-03-30 19:51:24.092550
Men Accessories,black,$,Sandals in the Logo Baroque print with two buckled belt straps.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-baroque-print-sandals-e899/EE0YVBSQ5-E71351_E899.html?cgid=12000021,Logo Baroque Print Sandals,$195,United States,"39,40,41,42,43,44,45",2020-03-30 19:51:24.129768
Men Accessories,black,$,"Cosmetics case with zip fastening, hand strap and logo patch.",https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-cosmetics-case-e899/EE1YVBB06-E71426_ENU_NR_E899__.html?cgid=12000021,Logo Cosmetics Case,$150,United States,no available,2020-03-30 19:51:24.171800
Men Accessories,white,$,Bucket hat with a logo motif and bolo neck closure.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-bucket-hat-e003/EE8GVAK07-E65021_E003.html?cgid=12000021,Logo Bucket Hat,$95,United States,"M,L",2020-03-30 19:51:24.208024
Men Accessories,black,$,Rubber slides with the Logo Allover print.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-allover-print-slides-em60/EE0YVBSQ1-E71352_EM60.html?cgid=12000021,Logo Allover Print Slides,$125,United States,"39,40,41,42,43,44,45",2020-03-30 19:51:24.245280
Men Accessories,black,$,This leather belt has a gold-tone buckle and a metal hardware tip.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/heritage-gold-metal-hardware-belt-e899/ED8YVBF15-E71554_E899.html?cgid=12000021,Heritage Gold Metal Hardware Belt,$150,United States,"80,85,90,95,100,110",2020-03-30 19:51:24.284142
Men Accessories,black,$,Visor with the logo motif.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-visor-e899/EE8GVAK02-E80023_ENU_NR_E899__.html?cgid=12000021,Logo Visor,$150,United States,no available,2020-03-30 19:51:24.320015
Men Accessories,black,$,Socks with Logo accents.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/logo-socks-e899/ED9GUBJ50-E50325_E899.html?cgid=12000021,Logo Socks,$75,United States,"M,L",2020-03-30 19:51:24.356942
Men Accessories,print,$,Cap in an all-over Tropical Baroque print with logo patch.,https://www.versace.com/us/en-us/jeans-couture/men-accessories/tropical-baroque-print-cap-e983/EE8GVAK11-ES0652_ENU_NR_E983__.html?cgid=12000021,Tropical Baroque Print Cap,$125,United States,no available,2020-03-30 19:51:25.617970
Women Clothing,white,$,Relaxed fit cotton t-shirt with central Etichetta label.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/etichetta-label-cotton-t-shirt-e003/EB2HUA7BT-E30212_E003.html?cgid=11000001,Etichetta Label Cotton T-Shirt,$150,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:25.719131
Women Clothing,print,$,Long sleeve shirt in the Tropical Tiger print. The style has a button up closure.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-tiger-print-shirt-e983/EB0HVB601-ES0783_E983.html?cgid=11000001,Tropical Tiger Print Shirt,$375,United States,"38,40,44,46",2020-03-30 19:51:25.783136
Women Clothing,black,$,Regular fit cotton t-shirt with gold logo front.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/gold-logo-cotton-t-shirt-e899/EB2HUA7GT-E36255_E899.html?cgid=11000001,Gold Logo Cotton T-Shirt,$125,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:25.831883
Women Clothing,print,$,Denim shorts in the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-denim-shorts-e983/EA3HVA180-ESM522_E983.html?cgid=11000001,Tropical Baroque Print Denim Shorts,$325,United States,"25,26,27,28,29,30,31,32",2020-03-30 19:51:25.875615
Women Clothing,print,$,Puffer jacket in the Tropical Baroque print with a logo patch on the arm.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-print-puffer-jacket-e983/EE5HVA980-E20433_E983.html?cgid=11000001,Tropical Baroque Print Puffer Jacket,$850,United States,"38,40",2020-03-30 19:51:25.917780
Women Clothing,green,$,Paneled minidress with Leo Chain print and zipped front detail. Sleeveless shoulder-baring design that falls in a sculptured fit.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/leo-chain-print-mini-dress-e155/ED2HVA417-ES0628_E155.html?cgid=11000001,Leo Chain Print Mini Dress,$450,United States,"36,38,40,42,44,46",2020-03-30 19:51:25.962139
Women Clothing,white,$,Cotton T-shirt with logo print and floral detail.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-t-shirt-e003/EB2HVA7X1-E30324_E003.html?cgid=11000001,Logo T-Shirt,$175,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:26.006202
Women Clothing,blue,$,"Crew neck, short sleeve, cropped t-shirt with a contrast color logo label.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-t-shirt-ek47/EB2HVA7V6-E30341_EK47.html?cgid=11000001,Logo T-Shirt,$150,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:26.056422
Women Clothing,black,$,Leggings with a logo-printed elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-leggings-e899/ED5HVA162-E04745_E899.html?cgid=11000001,Logo Leggings,$150,United States,"36,38,40,42,44,46,48,50",2020-03-30 19:51:26.098875
Women Clothing,red,$,"Crew neck, short sleeve, cropped t-shirt with a contrast color logo label.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-t-shirt-ek43/EB2HVA7V6-E30341_EK43.html?cgid=11000001,Logo T-Shirt,$150,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:26.511387
Women Clothing,white,$,Skinny jeans with gold-tone triple stitching and metal hardware.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/heritage-gold-metal-hardware-skinny-jeans-e003/EA1HVA07I-EHRF4N_E003.html?cgid=11000001,Heritage Gold Metal Hardware Skinny Jeans,$375,United States,"25,26,27,28,29,30,31,32",2020-03-30 19:51:26.552461
Women Clothing,white,$,"Slim-fit denim shirt in a white wash, embellished with gold-tone hardware and a logo patch.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/heritage-gold-flaps-denim-shirt-e003/EB0HVA66I-EHRV4N_E003.html?cgid=11000001,Heritage Gold Flaps Denim Shirt,$475,United States,"36,38,40,42,44,46",2020-03-30 19:51:26.593839
Women Clothing,red,$,"Cropped denim jacket with heritage collar tips, front pockets and a button up closure.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/denim-jacket-e537/EC0HVA96I-E15629_E537.html?cgid=11000001,Denim Jacket,$575,United States,"36,38,40,42",2020-03-30 19:51:26.631775
Women Clothing,pink,$,"Crew neck, short sleeve cotton t-shirt with a contrast color logo.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/contrast-color-logo-t-shirt-e424/EB2HVA7X0-E30324_E424.html?cgid=11000001,Contrast Color Logo T-Shirt,$125,United States,"XXS,XS,S,M,L,XL",2020-03-30 19:51:26.669906
Women Clothing,black,$,Regular fit cotton t-shirt with logo front.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-cotton-t-shirt-e899/EB2HUA7FT-E36255_E899.html?cgid=11000001,Logo Cotton T-Shirt,$125,United States,"XS,S,M,L",2020-03-30 19:51:26.707999
Women Clothing,blue,$,"Crew neck, short sleeve printed t-shirt from the capsule collection created in collaboration with collage artist Rosa Burgess.",https://www.versace.com/us/en-us/jeans-couture/women-clothing/collage-capsule-collection-t-shirt-e201/EB2HVA7L4-E30295_E201.html?cgid=11000001,Collage Capsule Collection T-Shirt,$225,United States,"XS,S,M,L,XL,XXL",2020-03-30 19:51:26.746656
Women Clothing,white,$,Soft cotton hoodie with a bolo tie closure and a gold-tone printed logo motif.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/logo-bolo-tie-hoodie-e003/EB6HVA778-E13956_E003.html?cgid=11000001,Logo Bolo Tie Hoodie,$325,United States,"36,38,40,42,44,46",2020-03-30 19:51:26.790232
